POSTAL_CODE,COUNTRY_CODE,latitude,longitude,station_code,date,day_flag,forecast_init_datetime,phrase_short,phrase_long,phrase_code,enhanced_phrase_code_short,enhanced_phrase_code_long,weather_icon,cloud_cover_avg,degree_days_cooling,degree_days_effective,degree_days_freezing,degree_days_growing,degree_days_heating,evapotranspiration_lwe_total,humidity_relative_avg,humidity_relative_max,humidity_relative_min,has_ice,ice_lwe_total,ice_probability,index_uv_avg,minutes_of_ice_total,minutes_of_precipitation_total,minutes_of_rain_total,minutes_of_snow_total,minutes_of_sun_total,has_precipitation,precipitation_lwe_total,precipitation_intensity_max,precipitation_probability,precipitation_type_desc_predominant,has_rain,rain_lwe_total,rain_probability,has_snow,snow_total,snow_lwe_total,snow_liquid_ratio_accuweather_avg,snow_probability,snow_drifting_intensity_max,snow_type_desc_predominant,solar_irradiance_total,temperature_avg,temperature_max,temperature_min,temperature_dew_point_avg,temperature_dew_point_max,temperature_dew_point_min,temperature_heat_index_avg,temperature_heat_index_max,temperature_heat_index_min,temperature_realfeel_avg,temperature_realfeel_max,temperature_realfeel_min,temperature_realfeel_shade_avg,temperature_realfeel_shade_max,temperature_realfeel_shade_min,temperature_wetbulb_avg,temperature_wetbulb_max,temperature_wetbulb_min,temperature_wetbulb_globe_avg,temperature_wetbulb_globe_max,temperature_wetbulb_globe_min,temperature_wind_chill_avg,temperature_wind_chill_max,temperature_wind_chill_min,thunderstorm_probability,wind_direction_avg,wind_direction_predominant,wind_gust_direction_avg,wind_gust_avg,wind_gust_max,wind_gust_min,wind_speed_avg,wind_speed_max,wind_speed_min
88056,US,31.834,-109.032,NM8056,2023-04-23,D,2023-04-20T17:04:52Z,Increasingly windy,"Partly sunny, becoming windier and warm",63,2137,2137,3,null,6.74,0.00,0.00,15.07,0.00,6.60000,11.28,22.74,7.63,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,2,null,null,0.00000,2,null,0.0000,0.00000,0.00,0,None,None,null,25.07,29.53,14.45,-7.07,-6.67,-8.83,23.51,27.33,12.54,25.16,29.33,13.74,22.77,26.90,12.32,10.17,11.86,5.76,16.84,19.33,10.42,25.07,29.53,14.45,0,204.0,0.0,214.0,12.07,8.85,4.47,6.71,8.94,3.58
87581,US,36.495,-106.117,NM7554,2023-04-23,D,2023-04-20T17:04:52Z,Windy with clouds and sun,Windy with times of clouds and sun,603,1857,1857,4,null,0.00,7.61,0.00,1.54,6.79,3.05000,33.08,59.56,24.65,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,11.54,15.20,2.17,-3.92,-4.50,-5.00,9.62,13.43,0.00,10.19,14.15,1.28,8.09,12.02,-0.57,4.72,6.58,-0.39,8.63,10.79,2.17,10.89,15.20,-0.66,5,216.0,0.0,236.0,10.28,8.06,5.36,5.36,7.60,2.68
88042,US,32.920,-107.569,NMHI,2023-04-23,D,2023-04-20T17:04:52Z,Windy in the afternoon,Intervals of clouds and sun; windy in the afternoon,603,1857,1857,4,null,2.84,0.00,0.00,11.17,0.00,5.33000,16.26,29.37,10.03,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,3,null,null,0.00000,3,null,0.0000,0.00000,0.00,0,None,None,null,21.17,24.78,12.96,-5.48,-3.67,-10.56,19.77,23.59,11.07,22.15,25.81,13.49,19.24,22.31,11.72,8.91,10.16,5.59,14.78,16.55,9.99,21.17,24.78,12.96,0,200.0,0.0,249.0,13.86,9.23,3.13,5.36,8.05,2.68
87931,US,32.975,-107.308,NM7930,2023-04-23,D,2023-04-20T17:04:52Z,Windy in the afternoon,Times of clouds and sun; windy in the afternoon,603,1857,1857,4,null,4.55,0.00,0.00,12.88,0.00,5.59000,16.73,33.76,9.25,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,3,null,null,0.00000,3,null,0.0000,0.00000,0.00,0,None,None,null,22.88,26.77,13.46,-4.06,-1.89,-9.44,21.67,25.74,11.74,23.81,27.63,13.14,20.91,24.30,11.63,9.96,11.21,6.47,16.13,17.96,10.53,22.88,26.77,13.46,0,192.0,0.0,221.0,12.52,8.81,3.58,4.92,7.60,2.68
87724,US,35.193,-105.064,NM7711,2023-04-23,D,2023-04-20T17:04:52Z,Windy in the afternoon,Mostly cloudy; windy in the afternoon,64,9715,9715,6,null,0.00,7.04,0.00,2.04,6.29,2.79000,46.77,76.94,32.98,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,15,null,null,0.00000,15,null,0.0000,0.00000,0.00,0,None,None,null,12.04,17.00,2.03,1.37,3.17,-1.61,10.52,15.63,0.30,11.03,17.21,0.60,8.77,14.02,-0.28,6.59,9.46,0.78,9.79,12.98,2.03,11.26,17.00,-0.62,2,142.0,0.0,158.0,9.83,7.18,4.02,5.36,8.49,2.68
88126,US,33.836,-103.336,NM8126,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,600,1,1,1,0.00,0.63,0.00,0.00,8.96,0.00,5.84000,21.95,62.81,8.48,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,18.96,25.33,7.69,-5.68,1.03,-11.82,17.48,24.18,6.16,20.13,25.48,8.08,16.92,23.11,6.06,7.84,10.22,4.77,13.34,16.91,7.69,18.71,25.33,6.16,0,223.0,0.0,237.0,13.86,9.47,4.92,4.92,7.15,2.24
88054,US,32.486,-106.915,NMDA,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,599,1,1,1,0.00,1.78,0.00,0.00,10.11,0.00,5.84000,11.53,23.67,6.04,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,20.11,27.61,8.77,-11.29,-11.03,-14.63,18.41,25.84,6.32,23.30,27.32,12.34,19.07,25.44,9.88,7.15,10.39,1.89,13.69,17.83,7.57,20.11,27.61,8.77,0,255.0,0.0,247.0,12.52,6.98,1.79,3.13,6.71,0.45
87724,US,35.193,-105.064,NM7711,2023-04-27,D,2023-04-20T17:04:50Z,Warmer with decreasing clouds,Warmer with increasing amounts of sun,766,32267,32267,4,null,0.00,3.00,0.00,5.47,2.86,3.81000,32.72,86.97,13.61,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,2,null,null,0.00000,2,null,0.0000,0.00000,0.00,0,None,None,null,15.47,21.80,2.23,-2.35,0.27,-7.64,13.93,20.43,0.78,19.27,26.98,4.13,14.96,20.05,2.69,6.96,9.57,1.54,11.82,15.39,2.23,15.47,21.80,2.23,0,336.0,0.0,301.0,11.62,5.15,1.34,2.24,5.36,0.89
87048,US,35.221,-106.619,NMCO,2023-04-26,D,2023-04-20T17:04:50Z,Times of clouds and sun,Intervals of clouds and sunshine,66,1027,1027,4,null,0.00,7.17,0.00,1.51,6.82,2.54000,32.58,52.54,21.62,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,11.51,16.14,5.73,-3.64,-3.28,-6.00,9.56,14.37,3.73,13.64,17.34,8.42,10.46,15.11,5.83,4.66,6.76,2.19,9.05,11.67,5.73,11.14,16.14,4.81,6,270.0,0.0,280.0,4.47,3.71,1.79,2.24,2.68,1.34
87821,US,34.146,-107.843,NMDT,2023-04-27,D,2023-04-20T17:04:50Z,Mostly sunny,Mostly sunny,65,63,63,2,null,0.00,5.57,0.00,3.36,4.97,4.57000,26.60,75.43,10.24,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,13.36,19.56,1.71,-7.92,-2.20,-13.61,11.44,17.91,-0.10,13.27,19.81,-1.26,10.06,17.29,-3.06,4.76,7.52,0.37,9.24,13.07,1.71,12.51,19.56,-2.12,0,299.0,0.0,295.0,13.86,11.07,7.15,5.36,6.71,4.02
87829,US,34.342,-108.495,NM7829,2023-04-27,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,599,1,1,1,0.00,0.00,6.32,0.00,2.64,5.69,4.57000,30.18,67.15,15.10,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,12.64,19.22,3.19,-5.58,-2.35,-9.44,10.75,17.60,1.32,12.92,18.88,2.18,9.54,17.03,0.17,4.85,7.81,1.02,9.28,13.13,3.19,11.72,19.22,0.38,0,292.0,0.0,300.0,12.96,9.84,5.36,4.92,6.26,3.13
87820,US,33.881,-108.539,NM7820,2023-04-28,D,2023-04-20T17:04:50Z,Mostly sunny,Mostly sunny,65,63,63,2,null,0.00,5.65,0.00,3.05,5.28,4.57000,18.57,45.00,9.68,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,13.05,20.56,1.81,-11.71,-8.98,-15.04,10.90,18.92,-0.78,15.54,21.01,4.85,11.37,18.77,2.01,3.72,7.46,-1.74,9.19,13.67,1.81,12.47,20.56,0.42,0,276.0,0.0,280.0,10.28,8.19,3.58,3.13,4.02,1.34
88062,US,32.772,-108.274,NM8026,2023-04-26,D,2023-04-20T17:04:50Z,"Sunshine; breezy, pleasant","Mostly sunny, breezy and pleasant",65,873,873,2,null,0.00,2.57,0.00,6.09,2.24,5.08000,22.64,41.32,12.72,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,5,null,null,0.00000,5,null,0.0000,0.00000,0.00,0,None,None,null,16.09,21.04,9.44,-5.18,-3.11,-9.38,14.35,19.53,7.52,15.23,20.58,6.00,12.59,18.70,4.69,6.56,8.40,4.18,11.49,14.13,8.19,15.63,21.04,6.67,0,292.0,0.0,290.0,13.86,12.19,8.49,6.71,7.60,5.81
88122,US,33.842,-103.772,NM8122,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,600,1,1,1,1.00,0.75,0.00,0.00,9.08,0.00,5.59000,19.41,53.72,7.25,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,19.08,25.85,8.19,-6.95,-0.67,-14.06,17.56,24.72,6.47,20.36,25.74,8.11,17.10,23.77,6.19,7.61,10.22,4.36,13.38,17.21,8.19,18.84,25.85,6.56,0,233.0,0.0,236.0,13.86,9.71,6.26,4.47,5.81,2.68
88342,US,32.380,-106.092,NM8342,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,599,1,1,1,0.00,2.68,0.00,0.00,11.01,0.00,6.10000,11.74,26.28,5.17,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,21.01,28.56,9.39,-10.82,-9.15,-15.54,19.27,26.46,7.08,22.93,28.08,10.41,19.38,26.43,8.32,7.64,10.63,2.60,14.21,18.32,8.13,20.92,28.56,8.37,0,241.0,0.0,255.0,10.73,7.45,4.02,4.02,6.26,2.24
87418,US,36.900,-108.191,NMLP,2023-04-29,D,2023-04-20T17:04:50Z,An afternoon shower in spots,Mostly sunny with a shower in spots in the afternoon,65,67,67,2,null,0.00,4.25,0.00,4.36,3.97,4.57000,26.29,65.41,10.83,null,0.00000,0,0.00,0,null,null,0,null,null,0.22860,Light,40,Rain,null,0.22860,40,null,0.0000,0.00000,0.00,0,None,None,null,14.36,20.46,5.02,-6.43,-0.96,-12.18,12.54,18.87,3.28,17.69,21.54,8.94,13.30,18.48,6.21,5.52,7.81,2.54,10.45,13.76,5.02,14.36,20.46,5.02,8,282.0,0.0,299.0,12.07,7.04,1.79,3.13,5.81,0.89
88339,US,32.890,-105.478,NM8339,2023-04-23,D,2023-04-20T17:04:50Z,Cooler; breezy in the p.m.,Cooler with times of clouds and sun; breezy in the afternoon,756,2947,2947,4,null,0.00,7.00,0.00,2.02,6.31,3.05000,38.68,59.21,31.76,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,12.02,14.96,3.72,-1.18,-0.67,-3.56,10.29,13.40,1.69,11.28,15.58,2.78,8.87,11.59,1.23,5.82,7.64,0.96,9.47,11.16,3.72,11.51,14.96,1.23,6,104.0,0.0,112.0,8.94,6.00,3.13,4.92,7.60,2.68
87357,US,35.083,-108.420,NM7321,2023-04-27,D,2023-04-20T17:04:50Z,Sunshine and patchy clouds,Sunshine and patchy clouds,256,63,63,2,null,0.00,7.05,0.00,1.92,6.41,3.81000,39.28,86.85,21.20,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,11.92,18.00,2.02,-2.36,0.04,-4.95,10.19,16.46,0.54,12.93,18.16,3.29,9.25,15.63,0.81,5.40,8.28,1.31,9.19,13.11,2.02,11.16,18.00,-0.12,0,282.0,0.0,274.0,11.18,8.73,4.02,4.47,5.81,2.24
87326,US,35.273,-108.755,NM7326,2023-04-27,D,2023-04-20T17:04:50Z,Partly sunny,Partly sunny,63,1027,1027,3,null,0.00,6.68,0.00,2.26,6.07,3.81000,35.09,81.15,16.32,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,12.26,18.33,2.81,-4.09,-0.12,-7.76,10.45,16.65,1.27,12.86,18.48,1.67,9.34,16.23,-0.34,5.09,7.34,1.72,9.17,12.62,2.81,11.37,18.33,-0.12,0,285.0,0.0,275.0,11.18,8.51,4.92,4.47,5.81,3.13
88134,US,34.440,-104.009,NM8134,2023-04-29,D,2023-04-20T17:04:50Z,Clearing,Morning low clouds followed by clouds breaking for some sun,609,32267,32267,4,null,0.34,0.00,0.00,8.67,0.00,3.30000,45.58,79.85,23.52,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,18.67,24.98,8.57,6.25,7.27,1.13,17.78,24.23,7.56,20.19,26.03,6.45,17.09,23.17,5.61,11.48,13.73,7.11,15.37,19.51,8.57,18.49,24.98,6.53,0,144.0,0.0,179.0,8.05,6.89,4.92,3.13,4.47,2.24
88264,US,32.856,-103.763,NM8264,2023-04-26,D,2023-04-20T17:04:50Z,Mostly sunny and pleasant,Mostly sunny and pleasant,65,873,873,2,null,0.00,1.87,0.00,6.68,1.65,4.57000,37.84,54.29,28.26,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,9,null,null,0.00000,9,null,0.0000,0.00000,0.00,0,None,None,null,16.68,20.93,11.13,3.41,2.38,1.42,15.39,19.82,9.71,17.22,22.93,9.18,14.07,18.73,7.77,9.29,11.15,6.93,13.14,15.97,9.46,16.68,20.93,11.13,2,322.0,0.0,18.0,17.43,9.93,6.26,5.81,9.39,3.58
87831,US,34.256,-106.916,NMLJ,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,599,1,1,1,0.00,0.27,0.00,0.00,8.60,0.00,5.84000,13.30,36.14,6.07,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,18.60,26.29,7.06,-11.74,-7.06,-17.17,16.86,25.16,4.76,19.99,25.66,9.32,16.71,24.07,6.83,6.42,9.98,1.84,12.51,17.07,7.06,18.42,26.29,6.12,0,282.0,0.0,285.0,11.18,8.57,4.02,4.47,6.71,1.79
87722,US,36.146,-105.242,NM7713,2023-04-28,D,2023-04-20T17:04:50Z,Partial sunshine,Partial sunshine,63,1027,1027,3,null,0.00,10.00,0.00,0.00,9.09,3.05000,32.47,60.44,17.51,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,9.24,14.22,0.51,-6.76,-6.03,-10.26,7.07,12.16,-1.81,8.23,14.41,-3.31,5.27,11.12,-4.69,2.75,4.94,-1.79,6.82,9.59,0.51,7.77,14.22,-3.67,0,289.0,0.0,288.0,12.96,11.69,10.28,4.47,5.36,4.02
88056,US,31.834,-109.032,NM8056,2023-04-27,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,599,1,1,1,0.00,1.79,0.00,0.00,10.12,0.00,5.08000,13.60,29.96,7.10,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,20.12,25.89,9.41,-9.23,-7.43,-12.71,18.54,24.72,7.18,24.62,30.21,13.19,19.54,24.74,10.77,7.58,9.81,3.01,14.34,17.72,9.06,20.12,25.89,9.41,0,357.0,0.0,27.0,4.92,3.57,0.45,1.34,2.24,0.45
87516,US,36.187,-106.438,NMAR,2023-04-28,D,2023-04-20T17:04:50Z,Partly sunny,Partly sunny,63,1027,1027,3,null,0.00,7.07,0.00,1.91,6.42,3.30000,32.21,58.18,18.72,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,11.91,16.73,4.01,-3.86,-3.52,-7.58,9.99,15.00,1.98,12.32,17.26,4.29,8.99,14.18,2.05,4.78,7.28,1.13,9.04,11.99,4.01,11.13,16.73,1.80,0,281.0,0.0,284.0,13.41,10.47,6.26,4.47,5.36,2.24
87412,US,36.723,-107.829,NM7412,2023-04-27,D,2023-04-20T17:04:50Z,Intervals of clouds and sun,Intervals of clouds and sun,603,1027,1027,4,null,0.00,3.35,0.00,5.26,3.07,3.81000,41.27,92.55,21.99,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,15.26,20.12,5.13,1.59,4.02,-2.37,13.92,18.84,4.12,17.43,21.45,9.07,13.78,17.88,6.39,8.17,9.98,4.71,12.00,14.96,5.13,15.21,20.12,5.13,0,275.0,0.0,272.0,13.41,8.45,1.79,4.02,7.15,0.89
87931,US,32.975,-107.308,NM7930,2023-04-26,D,2023-04-20T17:04:50Z,Partly sunny,Partly sunny,63,1027,1027,3,null,0.39,0.00,0.00,8.72,0.00,5.08000,20.12,36.12,11.81,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,18.72,23.84,11.78,-4.34,-2.81,-7.79,17.18,22.59,9.96,21.11,25.97,11.62,17.21,21.73,9.91,7.97,9.81,5.47,13.49,16.15,9.26,18.72,23.84,11.78,1,9.0,0.0,7.0,10.73,6.28,1.79,3.58,5.81,1.79
88427,US,34.693,-103.777,NM8427,2023-04-28,D,2023-04-20T17:04:50Z,Mostly sunny,Mostly sunny,65,63,63,2,null,0.00,0.26,0.00,8.10,0.23,5.33000,20.97,64.01,2.33,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,18.10,24.56,7.92,-9.86,1.51,-27.41,16.52,23.17,6.43,19.29,24.08,9.23,16.08,22.24,6.99,7.01,9.51,5.06,12.44,15.44,7.92,17.91,24.56,6.76,0,252.0,0.0,276.0,13.41,9.41,4.47,4.92,7.15,2.24
87002,US,34.664,-106.775,NMBL,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,599,1,1,1,0.00,0.00,0.48,0.00,7.88,0.45,5.33000,15.08,35.86,7.68,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,17.88,25.24,6.82,-9.85,-7.37,-14.37,16.11,24.04,4.49,21.79,25.99,11.19,17.24,23.18,8.61,6.36,9.81,1.60,12.53,16.71,6.82,17.88,25.24,6.82,0,296.0,0.0,299.0,11.62,5.97,0.89,2.68,6.26,0.45
87594,US,35.693,-105.951,NMNM,2023-04-30,D,2023-04-20T17:04:50Z,Mostly sunny with a shower,Mostly sunny with a shower in spots,65,88,88,2,null,0.00,4.66,0.00,3.84,4.49,4.32000,20.29,36.32,8.66,null,0.00000,0,0.00,0,null,null,0,null,null,0.45720,Light,40,Rain,null,0.45720,40,null,0.0000,0.00000,0.00,0,None,None,null,13.84,19.86,4.56,-8.89,-6.09,-14.99,11.81,18.14,2.02,18.96,24.61,6.49,13.37,18.37,3.68,4.63,7.52,-0.10,10.26,13.39,4.56,13.76,19.86,3.61,8,265.0,0.0,231.0,8.05,4.51,2.68,1.79,3.13,0.89
88352,US,33.079,-106.015,NM8314,2023-04-27,D,2023-04-20T17:04:50Z,Partial sunshine,Partial sunshine,63,1027,1027,3,null,0.00,4.22,0.00,4.31,4.02,3.56000,31.93,69.86,17.38,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,14.31,19.66,3.72,-2.83,-1.30,-6.00,12.63,18.23,1.97,17.88,23.05,7.37,13.29,18.36,4.63,6.38,8.98,1.89,11.21,15.03,3.72,14.14,19.66,3.72,0,265.0,0.0,276.0,8.49,5.58,1.79,2.24,3.58,0.89
88034,US,32.626,-107.870,NM8034,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,599,1,1,1,0.00,0.08,0.00,0.00,8.41,0.00,5.84000,12.04,28.71,6.08,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,18.41,25.42,7.78,-12.59,-9.42,-17.06,16.61,24.19,5.36,18.65,24.67,6.22,15.75,23.11,4.53,6.23,9.51,1.66,12.29,16.37,7.46,18.04,25.42,5.49,0,274.0,0.0,270.0,12.52,10.46,6.71,5.81,7.15,3.58
88344,US,32.619,-105.395,NM8344,2023-04-27,D,2023-04-20T17:04:50Z,Warmer with partial sunshine,Warmer with partial sunshine,766,1027,1027,3,null,0.00,4.31,0.00,4.31,4.02,3.81000,31.19,91.64,12.07,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,14.31,20.00,3.03,-4.35,1.80,-11.82,12.61,18.52,1.78,17.01,22.79,3.53,12.76,18.28,1.28,5.99,8.63,2.60,10.63,14.41,3.03,13.86,20.00,0.78,0,285.0,0.0,295.0,10.28,6.72,3.13,3.13,4.02,2.24
88344,US,32.619,-105.395,NM8344,2023-04-28,D,2023-04-20T17:04:50Z,Brilliant sunshine,Brilliant sunshine,69,1,1,1,1.00,0.00,2.10,0.00,6.46,1.87,5.59000,14.30,31.10,7.31,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,16.46,22.89,5.61,-11.67,-10.31,-14.85,14.53,21.43,3.03,16.43,23.42,3.33,13.48,20.76,1.64,5.40,8.34,0.26,11.28,14.77,5.61,15.76,22.89,2.69,0,255.0,0.0,247.0,12.96,10.89,7.60,5.36,6.71,4.02
88231,US,32.438,-103.158,NMEU,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sun,Plenty of sun,599,1,1,1,0.00,3.30,0.00,0.00,11.63,0.00,5.33000,22.78,55.61,3.64,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,21.63,27.66,11.77,-2.91,3.17,-21.06,20.34,26.17,10.45,24.73,30.48,12.59,20.44,26.29,10.66,9.83,11.56,7.58,16.01,19.45,10.65,21.63,27.66,11.77,0,193.0,0.0,253.0,8.49,6.00,4.92,2.24,3.13,1.79
87829,US,34.342,-108.495,NM7829,2023-04-29,D,2023-04-20T17:04:50Z,An afternoon shower,Turning out cloudy with a shower in places in the afternoon,61,4185,4185,4,null,0.00,5.74,0.00,2.92,5.41,4.32000,17.14,32.63,9.82,null,0.00000,0,0.00,0,null,null,0,null,null,2.43840,Light,55,Rain,null,2.43840,55,null,0.0000,0.00000,0.00,0,None,None,null,12.92,20.11,2.46,-12.37,-5.18,-15.19,10.71,18.45,-0.39,17.21,23.78,4.94,11.89,18.34,2.18,3.65,7.34,-2.09,9.41,13.49,2.46,12.56,20.11,0.83,11,260.0,0.0,228.0,10.73,6.04,3.58,2.68,4.47,1.34
88352,US,33.079,-106.015,NM8314,2023-04-26,D,2023-04-20T17:04:50Z,Sunshine and patchy clouds,Sunshine and patchy clouds,256,63,63,2,null,0.00,6.14,0.00,2.64,5.69,4.06000,23.74,30.89,19.69,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,12.64,15.62,8.55,-6.66,-6.71,-8.53,10.58,13.75,6.27,14.24,17.77,11.19,10.41,13.28,7.94,4.58,6.11,2.48,9.34,11.01,7.32,12.51,15.62,7.95,2,267.0,0.0,303.0,8.94,6.38,1.79,3.58,4.92,1.34
87753,US,35.807,-104.969,NM7750,2023-04-26,D,2023-04-20T17:04:50Z,Mostly cloudy and cooler,Mostly cloudy and cooler,64,19544,19544,7,null,0.00,13.53,0.00,0.00,12.19,2.03000,48.52,69.75,35.31,null,0.00000,0,0.00,0,0,0,0,122,null,0.00000,null,25,null,null,0.00000,23,null,0.0000,0.00000,0.00,24,None,None,null,6.14,10.19,1.76,-2.96,-3.21,-5.26,4.08,8.18,-0.18,2.88,7.97,-4.22,0.98,6.39,-4.86,2.06,4.18,-0.10,5.89,8.71,1.76,2.96,10.19,-2.64,3,26.0,0.0,26.0,8.49,7.88,6.26,4.92,5.36,4.47
87061,US,34.721,-106.362,NMMAN,2023-04-29,D,2023-04-20T17:04:50Z,Times of clouds and sun,Times of clouds and sun,66,1027,1027,4,null,0.00,4.15,0.00,4.31,4.02,3.56000,28.62,83.57,7.68,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,14.31,20.78,4.22,-8.14,1.67,-15.82,12.54,19.13,2.88,19.58,26.27,6.81,14.05,19.46,4.51,5.47,7.28,3.24,10.51,14.08,4.22,14.23,20.78,3.28,0,184.0,0.0,238.0,6.71,3.90,2.24,1.34,2.68,0.89
87325,US,35.856,-108.765,NM7320,2023-04-28,D,2023-04-20T17:04:50Z,Mostly sunny,Mostly sunny,65,63,63,2,null,0.00,4.63,0.00,4.16,4.17,4.83000,21.82,52.90,9.46,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,14.16,19.64,5.88,-8.67,-3.05,-14.58,12.19,17.93,3.90,14.51,19.84,4.44,11.27,17.50,2.61,4.95,7.05,2.31,9.95,12.81,5.88,13.53,19.64,3.32,0,288.0,0.0,284.0,12.07,10.00,7.15,4.92,5.81,3.58
88422,US,36.305,-103.973,NM8422,2023-04-27,D,2023-04-20T17:04:50Z,Cloudy and warmer,Cloudy and warmer,766,17660,17660,7,null,0.00,6.91,0.00,1.87,6.46,2.29000,40.72,90.69,20.62,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,11.87,17.22,1.79,-1.41,0.43,-6.72,10.18,15.54,0.40,12.73,20.86,-2.42,9.64,16.98,-2.96,5.46,7.34,1.31,9.36,13.02,1.79,10.84,17.22,-2.01,0,345.0,0.0,342.0,9.39,6.58,3.13,3.13,4.47,1.34
