POSTAL_CODE,COUNTRY_CODE,latitude,longitude,station_code,date,day_flag,forecast_init_datetime,phrase_short,phrase_long,phrase_code,enhanced_phrase_code_short,enhanced_phrase_code_long,weather_icon,cloud_cover_avg,degree_days_cooling,degree_days_effective,degree_days_freezing,degree_days_growing,degree_days_heating,evapotranspiration_lwe_total,humidity_relative_avg,humidity_relative_max,humidity_relative_min,has_ice,ice_lwe_total,ice_probability,index_uv_avg,minutes_of_ice_total,minutes_of_precipitation_total,minutes_of_rain_total,minutes_of_snow_total,minutes_of_sun_total,has_precipitation,precipitation_lwe_total,precipitation_intensity_max,precipitation_probability,precipitation_type_desc_predominant,has_rain,rain_lwe_total,rain_probability,has_snow,snow_total,snow_lwe_total,snow_liquid_ratio_accuweather_avg,snow_probability,snow_drifting_intensity_max,snow_type_desc_predominant,solar_irradiance_total,temperature_avg,temperature_max,temperature_min,temperature_dew_point_avg,temperature_dew_point_max,temperature_dew_point_min,temperature_heat_index_avg,temperature_heat_index_max,temperature_heat_index_min,temperature_realfeel_avg,temperature_realfeel_max,temperature_realfeel_min,temperature_realfeel_shade_avg,temperature_realfeel_shade_max,temperature_realfeel_shade_min,temperature_wetbulb_avg,temperature_wetbulb_max,temperature_wetbulb_min,temperature_wetbulb_globe_avg,temperature_wetbulb_globe_max,temperature_wetbulb_globe_min,temperature_wind_chill_avg,temperature_wind_chill_max,temperature_wind_chill_min,thunderstorm_probability,wind_direction_avg,wind_direction_predominant,wind_gust_direction_avg,wind_gust_avg,wind_gust_max,wind_gust_min,wind_speed_avg,wind_speed_max,wind_speed_min
87365,US,35.522,-108.140,NMMT12,2023-04-22,D,2023-04-20T19:04:31Z,Sunshine; breezy in the p.m.,Sunny to partly cloudy; breezy in the afternoon,256,656,656,2,null,0.00,12.60,0.00,0.00,11.25,3.05000,35.43,46.78,28.41,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,7.08,9.73,2.62,-7.20,-7.11,-7.83,4.77,7.51,0.16,5.55,7.84,0.79,2.17,4.45,-1.09,1.70,3.07,-0.92,7.08,9.73,2.62,3.92,6.74,-0.59,0,310.0,0.0,299.0,11.62,8.20,4.92,5.36,6.71,3.13
88063,US,31.811,-106.593,NMSP,2023-04-22,D,2023-04-20T19:04:55Z,Plenty of sunshine,Plenty of sunshine,600,1,1,1,3.00,7.09,0.00,0.00,15.42,0.00,6.35000,9.61,15.77,6.68,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,25.42,31.00,13.48,-9.18,-7.89,-12.22,23.53,28.35,11.29,27.56,31.94,15.17,24.04,29.13,13.13,9.98,12.32,4.12,17.34,20.58,9.53,25.42,31.00,13.48,0,329.0,0.0,263.0,8.49,5.11,2.24,3.13,4.47,1.79
88039,US,33.316,-108.883,NMGL,2023-04-22,D,2023-04-20T19:04:55Z,Sunshine; breezy in the p.m.,Sunshine; breezy in the afternoon,69,35,35,1,8.00,4.74,0.00,0.00,13.07,0.00,6.10000,16.06,29.33,11.38,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,23.07,27.60,12.28,-4.14,-4.17,-5.17,21.81,26.22,10.33,24.32,28.74,12.45,21.27,25.40,10.72,10.02,11.86,5.06,16.33,18.93,9.29,23.07,27.60,12.28,0,283.0,0.0,257.0,10.73,6.29,3.13,4.47,6.26,2.68
87730,US,36.085,-104.255,NM7730,2023-04-23,D,2023-04-20T19:04:55Z,Increasingly windy,Increasingly windy with variable cloudiness,67,9715,9715,6,null,0.00,12.14,0.00,0.00,10.56,2.29000,52.02,73.92,42.74,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,24,null,null,0.00000,24,null,0.0000,0.00000,0.00,0,None,None,null,7.77,12.45,-0.27,-0.91,0.61,-4.39,5.96,10.87,-2.31,4.20,8.33,-4.81,2.18,7.38,-5.69,3.71,6.76,-1.56,6.61,9.92,-0.27,5.56,12.45,-4.66,4,166.0,0.0,168.0,9.83,8.08,4.92,6.71,8.49,4.02
88122,US,33.842,-103.772,NM8122,2023-04-22,D,2023-04-20T19:04:55Z,Breezy in the morning; sunny,"Breezy in the morning; otherwise, pleasant with plenty of sunshine",600,51,51,1,9.00,0.00,2.04,0.00,6.46,1.87,4.57000,20.55,32.28,16.38,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,3,null,null,0.00000,3,null,0.0000,0.00000,0.00,0,None,None,null,16.46,20.66,7.47,-6.00,-5.56,-8.17,14.69,19.21,5.12,17.23,23.01,3.46,13.94,19.24,2.18,6.67,8.81,1.78,11.89,15.01,7.13,16.18,20.66,4.19,0,22.0,0.0,15.0,11.18,8.69,6.26,4.02,5.81,2.68
87052,US,35.516,-106.358,NMSD,2023-04-22,D,2023-04-20T19:04:55Z,Breezy with partial sunshine,Breezy with partial sunshine,63,2947,2947,3,null,0.00,3.60,0.00,5.12,3.21,4.06000,28.72,49.52,20.98,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,2,null,null,0.00000,2,null,0.0000,0.00000,0.00,0,None,None,null,15.12,19.48,5.58,-3.02,-3.33,-4.22,13.43,18.03,3.48,15.27,20.24,5.11,12.47,17.21,3.22,6.80,8.87,1.78,11.31,13.96,5.58,14.78,19.48,3.40,0,274.0,0.0,302.0,12.07,8.23,3.13,5.36,6.71,2.68
87121,US,35.081,-106.713,NMWA,2023-04-22,D,2023-04-20T19:04:55Z,Partly sunny and nice,Partly sunny and nice,63,3637,3637,3,null,0.21,0.00,0.00,8.54,0.00,4.57000,20.03,37.41,13.10,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,18.54,23.19,8.71,-5.39,-4.56,-6.72,16.98,21.91,6.61,20.43,25.66,8.99,16.89,21.07,7.09,7.84,9.69,3.24,13.49,15.95,8.71,18.43,23.19,7.32,0,306.0,0.0,335.0,11.18,5.74,2.68,3.58,6.26,2.24
88213,US,33.392,-103.712,NM8213,2023-04-22,D,2023-04-20T19:04:55Z,Breezy in the morning; sunny,"Breezy in the morning; otherwise, pleasant with plenty of sunshine",600,51,51,1,8.00,0.70,0.00,0.00,9.03,0.00,5.08000,17.24,24.65,14.06,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,3,null,null,0.00000,3,null,0.0000,0.00000,0.00,0,None,None,null,19.03,22.79,10.71,-6.09,-5.72,-8.83,17.44,21.49,8.48,19.87,25.26,7.49,16.77,21.45,6.28,7.84,9.69,3.36,13.41,16.44,7.13,19.03,22.79,10.71,0,3.0,0.0,352.0,10.28,8.24,5.36,4.47,5.81,2.24
88422,US,36.305,-103.973,NM8422,2023-04-23,D,2023-04-20T18:04:44Z,Increasingly windy,Becoming windier and cool with variable clouds,67,11005,11005,6,null,0.00,11.52,0.00,0.00,10.11,2.29000,50.65,73.40,39.71,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,21,null,null,0.00000,21,null,0.0000,0.00000,0.00,0,None,None,null,8.22,13.27,-0.28,-0.83,1.00,-4.50,6.42,11.68,-2.34,5.14,10.28,-3.99,2.99,8.41,-5.14,3.94,7.05,-1.62,7.03,9.99,-0.28,6.14,13.27,-4.42,3,166.0,0.0,165.0,11.18,9.14,4.47,6.26,8.05,3.58
87936,US,32.757,-107.265,NM7933,2023-04-22,D,2023-04-20T18:04:44Z,Sunny; breezy in the p.m.,Plenty of sunshine; breezy in the afternoon,600,35,35,1,5.00,5.87,0.00,0.00,14.20,0.00,6.60000,13.01,24.33,8.90,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,24.20,28.83,12.32,-6.31,-5.94,-8.06,22.65,26.93,10.24,25.53,30.06,11.92,22.37,26.69,10.33,10.02,11.97,4.47,16.74,19.44,8.87,24.20,28.83,12.32,0,159.0,0.0,252.0,9.83,5.95,3.13,4.02,6.26,2.68
87083,US,35.648,-106.338,NMCCH,2023-04-23,D,2023-04-20T18:04:44Z,A shower in the p.m.; breezy,"Some sun, then turning cloudy; breezy in the afternoon with a stray shower",265,13461,13461,6,null,0.00,3.19,0.00,5.43,2.90,3.30000,35.30,59.98,24.18,null,0.00000,0,0.00,0,null,null,0,124,null,0.22860,Light,40,Rain,null,0.22860,40,null,0.0000,0.00000,0.00,0,None,None,null,15.43,20.07,5.88,0.62,0.11,-1.33,13.95,18.77,4.09,15.42,20.27,4.12,13.12,18.04,2.79,7.84,9.86,2.89,11.78,14.38,5.88,15.04,20.07,3.41,8,172.0,0.0,233.0,9.39,6.80,5.36,4.47,6.26,3.13
88439,US,35.469,-104.529,NM8439,2023-04-22,D,2023-04-20T18:04:44Z,Partly sunny,Partly sunny,63,1027,1027,3,null,0.00,8.20,0.00,0.94,7.39,3.30000,27.25,37.44,23.27,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,5,null,null,0.00000,5,null,0.0000,0.00000,0.00,0,None,None,null,10.94,14.03,4.77,-6.95,-6.22,-8.67,8.80,12.09,2.28,10.59,15.53,1.25,7.27,10.72,-0.22,3.75,5.53,0.14,8.43,9.85,4.77,9.96,14.03,1.27,0,98.0,0.0,91.0,9.83,7.86,6.26,4.92,5.36,4.02
87063,US,34.596,-106.034,NMWIL,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,600,1,1,1,3.00,0.00,3.49,0.00,5.27,3.06,5.33000,17.18,43.72,8.17,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,15.27,22.44,3.74,-10.76,-7.58,-15.94,13.31,21.00,1.31,14.84,21.81,1.09,11.97,20.07,-0.64,4.97,8.57,-0.22,10.34,14.69,3.74,14.47,22.44,0.38,0,276.0,0.0,277.0,12.96,11.02,6.71,6.26,7.15,4.02
87558,US,36.709,-105.407,NMRR,2023-04-26,D,2023-04-20T17:04:50Z,Cloudy and chilly,Cloudy and chilly,72,25148,25148,7,null,0.00,15.04,0.00,0.00,14.19,1.52000,46.43,67.37,33.77,null,0.00000,0,0.00,0,0,0,0,4,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,25,None,None,8555.57,4.14,8.11,-0.31,-5.43,-5.67,-8.01,1.82,5.86,-2.52,3.64,8.40,-2.94,1.78,6.51,-3.61,0.21,2.42,-2.15,4.14,8.11,-0.31,1.77,6.65,-3.74,4,72.0,0.0,72.0,4.92,3.97,1.79,2.68,3.13,1.34
88353,US,34.602,-105.213,NMVAN,2023-04-27,D,2023-04-20T17:04:50Z,Times of clouds and sun,Times of clouds and sun,66,1027,1027,4,null,0.00,5.25,0.00,3.64,4.69,3.56000,35.33,89.28,16.37,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,13.64,19.35,2.59,-2.74,1.00,-7.11,11.98,17.79,1.24,12.93,19.77,-1.33,10.29,17.16,-2.43,6.07,8.17,2.01,10.05,13.51,2.59,12.80,19.35,-1.22,0,296.0,0.0,292.0,11.18,9.51,6.26,5.36,6.26,4.02
87052,US,35.516,-106.358,NMSD,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,600,1,1,1,2.00,0.00,1.91,0.00,6.66,1.67,5.59000,20.57,54.19,8.25,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,16.66,22.63,6.89,-7.61,-1.77,-14.53,14.91,21.19,5.05,16.51,22.57,5.84,13.73,20.25,4.02,6.34,8.93,3.30,11.45,14.99,6.89,16.27,22.63,4.66,0,277.0,0.0,291.0,13.41,11.27,7.15,6.26,7.60,3.13
29597,US,33.823,-78.684,NMYR,2023-04-26,D,2023-04-20T17:04:50Z,"Cloudy, a shower; breezy",Cloudy and breezy with a shower,635,26195,26195,7,null,0.00,0.15,0.00,8.19,0.14,2.03000,73.79,84.41,59.53,null,0.00000,0,0.00,0,null,null,0,0,null,10.16002,Moderate,60,Rain,null,10.16002,60,null,0.0000,0.00000,0.00,0,None,None,8356.20,18.19,21.57,15.17,15.66,15.39,11.56,18.00,21.34,14.82,15.68,19.67,12.03,14.93,19.02,11.67,15.48,17.48,13.32,16.59,18.73,14.00,18.19,21.57,15.17,12,131.0,0.0,140.0,8.94,7.98,6.71,5.36,6.26,4.02
87059,US,35.080,-106.389,NMTI,2023-04-26,D,2023-04-20T17:04:50Z,Partly sunny,Intervals of clouds and sunshine,66,1027,1027,4,null,0.00,6.52,0.00,2.12,6.21,2.79000,27.33,41.00,19.08,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,12.12,16.89,6.48,-5.33,-5.92,-7.19,10.10,15.13,4.25,14.72,21.20,7.24,11.05,16.78,5.06,4.54,6.88,1.78,9.49,12.27,6.48,11.61,16.89,4.87,2,170.0,0.0,80.0,6.71,3.47,0.45,2.24,4.02,0.45
87583,US,35.267,-105.361,NMVLN,2023-04-27,D,2023-04-20T17:04:50Z,Partly sunny and warmer,Partly sunny and warmer,766,1027,1027,3,null,0.00,4.53,0.00,4.21,4.12,4.06000,32.11,77.83,16.29,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,2,null,null,0.00000,2,null,0.0000,0.00000,0.00,0,None,None,null,14.21,19.50,2.38,-2.97,-1.11,-7.32,12.53,18.05,0.71,14.96,20.90,0.72,11.71,17.44,-0.59,6.21,8.87,1.13,10.60,14.10,2.38,13.57,19.50,-0.52,0,292.0,0.0,309.0,12.52,9.23,4.92,4.47,5.81,2.68
87505,US,35.654,-105.958,NMSF,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,600,1,1,1,4.00,0.00,6.04,0.00,2.79,5.54,4.57000,31.23,50.19,18.78,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,12.79,18.15,3.67,-3.31,-2.80,-6.91,10.94,16.61,1.40,14.90,18.75,6.77,10.87,15.83,3.97,5.32,8.22,0.26,9.84,13.14,3.67,12.36,18.15,2.66,0,286.0,0.0,289.0,12.52,8.67,3.58,4.02,6.71,1.34
87059,US,35.080,-106.389,NMTI,2023-04-27,D,2023-04-20T17:04:50Z,Clouds giving way to some sun,Clouds giving way to some sun,609,32267,32267,4,null,0.00,3.16,0.00,5.43,2.90,3.81000,32.67,77.35,12.27,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,15.43,20.50,4.68,-2.73,1.23,-9.84,13.88,18.98,3.23,16.38,22.19,3.36,13.32,18.51,2.30,7.08,8.40,3.30,11.43,14.18,4.68,15.07,20.50,2.37,0,285.0,0.0,299.0,13.41,9.77,5.36,4.02,5.36,2.68
87193,US,35.187,-106.681,NMRO,2023-04-27,D,2023-04-20T17:04:50Z,Warmer with clouds and sun,Warmer with intervals of clouds and sunshine,766,1027,1027,4,null,0.00,0.84,0.00,7.56,0.77,4.06000,32.40,80.77,12.60,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,17.56,23.44,4.95,-1.11,2.35,-7.84,16.21,22.19,3.61,19.73,24.68,8.46,16.37,21.34,5.81,8.43,9.86,3.77,13.20,16.17,4.95,17.52,23.44,4.95,0,297.0,0.0,315.0,11.62,7.47,2.24,3.58,6.26,0.89
88058,US,32.153,-106.733,NMUP,2023-04-26,D,2023-04-20T17:04:50Z,Mostly sunny and beautiful,Mostly sunny and beautiful,65,873,873,2,null,1.95,0.00,0.00,10.28,0.00,5.33000,23.77,40.63,14.87,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,3,null,null,0.00000,3,null,0.0000,0.00000,0.00,0,None,None,null,20.28,25.89,12.84,-0.54,-0.24,-3.58,18.98,24.92,11.24,21.00,26.78,11.56,18.06,24.01,10.13,9.61,11.74,6.82,14.91,18.52,10.24,20.28,25.89,12.84,0,287.0,0.0,327.0,8.94,8.19,5.81,4.92,5.36,4.02
88353,US,34.602,-105.213,NMVAN,2023-04-26,D,2023-04-20T17:04:50Z,Rather cloudy and cooler,Rather cloudy and cooler,756,6805,6805,6,null,0.00,7.93,0.00,1.19,7.14,3.05000,32.10,42.16,25.48,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,11.19,15.31,6.14,-3.88,-4.00,-6.09,9.20,13.56,3.91,10.43,13.09,6.92,8.05,11.62,4.78,4.49,6.76,1.60,8.55,10.65,6.14,10.72,15.31,4.52,2,32.0,0.0,46.0,12.07,8.04,1.79,4.92,6.71,1.79
87122,US,35.175,-106.488,NMSC,2023-04-27,D,2023-04-20T17:04:50Z,Clouds giving way to some sun,Clouds giving way to some sun,609,32267,32267,4,null,0.00,5.47,0.00,3.31,5.02,3.30000,37.93,81.33,16.13,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,13.31,18.61,3.52,-2.13,0.98,-8.46,11.69,16.97,2.06,14.36,19.82,3.32,11.20,16.64,2.09,6.23,7.69,2.42,10.10,13.06,3.52,12.83,18.61,1.49,0,286.0,0.0,297.0,12.96,9.20,4.02,4.02,5.36,2.24
87121,US,35.081,-106.713,NMWA,2023-04-27,D,2023-04-20T17:04:50Z,Partly sunny,Partly sunny,63,1027,1027,3,null,0.00,0.84,0.00,7.56,0.77,4.57000,30.52,76.08,13.33,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,17.56,23.29,5.76,-1.52,1.86,-6.62,16.17,22.05,4.38,19.66,24.26,7.78,15.98,21.21,5.32,8.28,10.04,4.18,13.17,16.22,5.76,17.37,23.29,4.53,0,311.0,0.0,318.0,12.07,7.60,3.13,4.02,5.81,1.79
87562,US,35.490,-105.675,NMROW,2023-04-26,D,2023-04-20T17:04:50Z,Considerable cloudiness,Considerable cloudiness,64,17660,17660,7,null,0.00,10.01,0.00,0.00,9.53,2.54000,36.06,57.14,24.48,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,8.80,13.86,2.81,-4.72,-4.89,-6.82,6.67,11.94,0.64,12.14,17.90,7.12,8.12,12.66,4.44,2.99,5.59,0.02,7.39,9.93,2.81,8.43,13.86,2.81,3,142.0,0.0,81.0,7.15,3.18,0.45,2.24,4.02,0.45
87505,US,35.654,-105.958,NMSF,2023-04-26,D,2023-04-20T17:04:50Z,Turning cloudy,Turning cloudy,61,4154,4154,6,null,0.00,9.90,0.00,0.00,9.61,3.05000,34.00,56.03,22.36,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,8.72,13.87,2.26,-5.68,-5.68,-7.86,6.53,11.90,0.01,14.96,20.68,6.91,9.25,14.01,4.11,2.69,5.29,-0.57,7.21,10.35,2.26,8.59,13.87,2.26,6,265.0,0.0,257.0,3.13,1.37,0.00,1.34,1.79,0.00
87327,US,35.070,-108.846,NMZU,2023-04-27,D,2023-04-20T17:04:50Z,Mostly sunny,Mostly sunny,65,63,63,2,null,0.00,4.01,0.00,4.66,3.67,4.32000,32.30,79.72,15.09,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,14.66,20.83,2.97,-3.50,-0.21,-7.47,13.02,19.37,1.41,16.06,21.42,3.98,12.51,18.79,1.61,6.44,8.75,1.84,10.88,14.46,2.97,14.16,20.83,0.89,0,277.0,0.0,268.0,11.62,8.50,3.58,4.02,5.36,2.24
87327,US,35.070,-108.846,NMZU,2023-04-29,D,2023-04-20T17:04:50Z,An afternoon shower in spots,Mostly sunny with a shower in places in the afternoon,65,67,67,2,null,0.00,3.98,0.00,4.58,3.75,4.57000,17.71,40.01,8.70,null,0.00000,0,0.00,0,null,null,0,null,null,0.22860,Light,40,Rain,null,0.22860,40,null,0.0000,0.00000,0.00,0,None,None,null,14.58,21.94,3.58,-11.07,-8.88,-14.46,12.56,20.43,1.04,18.46,23.73,6.81,13.61,20.31,4.02,4.63,8.17,-0.62,10.58,14.74,3.58,14.38,21.94,3.58,8,245.0,0.0,268.0,9.39,6.16,3.13,2.68,3.58,1.34
87558,US,36.709,-105.407,NMRR,2023-04-27,D,2023-04-20T17:04:50Z,Clouds and sunshine,Clouds and sunshine,66,1027,1027,4,null,0.00,13.16,0.00,0.00,12.41,2.54000,46.60,87.84,29.28,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,6,null,null,0.00000,5,null,0.0000,0.00000,0.00,2,None,None,null,5.92,11.06,-2.89,-4.71,-4.64,-6.43,3.78,8.98,-4.83,8.08,14.17,-5.06,3.41,9.42,-6.30,1.46,4.18,-3.38,5.27,9.66,-2.89,4.01,11.06,-6.74,0,295.0,0.0,311.0,7.60,6.65,5.36,2.68,3.13,2.68
87056,US,35.148,-105.977,NMSTL,2023-04-27,D,2023-04-20T17:04:50Z,Partly sunny,Partly sunny,63,1027,1027,3,null,0.00,5.23,0.00,3.62,4.71,4.06000,35.14,88.33,13.82,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,13.62,19.48,2.59,-3.38,0.84,-9.22,11.95,17.87,1.21,13.91,19.63,1.73,10.83,17.21,0.42,5.97,7.76,1.96,9.96,13.22,2.59,13.01,19.48,0.08,0,295.0,0.0,297.0,12.07,9.31,4.02,4.92,6.71,2.68
87548,US,36.171,-106.178,NMSE,2023-04-26,D,2023-04-20T17:04:50Z,Times of clouds and sun,Intervals of clouds and sunshine,603,1027,1027,4,null,0.00,10.11,0.00,0.00,9.63,2.54000,37.66,56.50,26.78,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,8.70,13.10,3.76,-3.99,-4.16,-6.22,6.61,11.17,1.66,12.27,17.04,7.44,7.63,11.58,4.90,3.10,5.35,0.78,7.49,9.87,3.76,8.14,13.10,3.76,3,70.0,0.0,93.0,5.81,3.75,0.89,2.24,3.13,0.45
87195,US,35.065,-106.674,NMSV,2023-04-27,D,2023-04-20T17:04:50Z,Partly sunny,Partly sunny,63,1027,1027,3,null,0.00,1.55,0.00,6.89,1.44,4.32000,31.42,80.79,12.64,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,1,null,null,0.00000,1,null,0.0000,0.00000,0.00,0,None,None,null,16.89,22.56,6.16,-1.92,3.10,-7.93,15.46,21.24,4.94,19.42,23.57,8.91,15.53,20.50,6.32,7.91,9.57,4.88,12.70,15.66,6.16,16.76,22.56,5.36,0,310.0,0.0,322.0,11.62,7.53,2.68,3.58,5.81,1.34
87743,US,35.944,-104.197,NMROY,2023-04-29,D,2023-04-20T17:04:50Z,Mainly cloudy,Mainly cloudy,64,6805,6805,6,null,0.00,4.60,0.00,4.11,4.22,3.05000,50.50,74.23,30.19,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,14.11,19.13,6.04,4.28,4.61,-0.27,12.89,18.02,4.64,15.08,19.88,7.17,11.92,17.06,5.61,8.71,11.09,4.36,11.87,15.28,6.04,13.74,19.13,4.85,0,178.0,0.0,178.0,11.18,8.98,4.47,4.02,5.36,1.79
87420,US,36.774,-108.698,NMSH,2023-04-29,D,2023-04-20T17:04:50Z,Mostly sunny,Mostly sunny,65,63,63,2,null,0.00,0.91,0.00,7.47,0.86,4.83000,27.74,63.18,10.64,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,17.47,24.22,7.31,-2.77,0.74,-8.99,15.99,22.98,5.74,21.59,27.51,8.43,16.65,22.46,6.19,7.83,9.74,4.42,13.23,16.63,7.31,17.30,24.22,5.96,0,23.0,0.0,310.0,10.73,5.08,1.34,2.24,4.92,0.45
87121,US,35.081,-106.713,NMWA,2023-04-26,D,2023-04-20T17:04:50Z,Mostly cloudy,Mostly cloudy,64,6805,6805,6,null,0.00,6.26,0.00,2.42,5.91,2.79000,30.57,48.45,20.64,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,12.42,17.08,6.56,-3.77,-3.61,-5.77,10.52,15.38,4.53,13.84,17.73,7.24,11.05,15.66,5.57,5.11,7.23,2.54,9.74,12.22,6.56,12.02,17.08,5.17,1,285.0,0.0,283.0,6.71,4.42,2.68,2.68,3.58,2.24
87420,US,36.774,-108.698,NMSH,2023-04-28,D,2023-04-20T17:04:50Z,Plenty of sunshine,Plenty of sunshine,600,1,1,1,0.00,0.00,1.35,0.00,7.07,1.26,5.08000,29.23,56.91,13.80,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,17.07,23.22,7.78,-1.36,-0.13,-6.12,15.59,21.96,6.09,20.03,23.54,11.27,15.98,21.17,8.70,7.97,10.04,4.29,13.00,16.13,7.78,17.07,23.22,7.78,0,310.0,0.0,312.0,10.28,6.63,2.24,3.13,5.81,0.89
88063,US,31.811,-106.593,NMSP,2023-04-27,D,2023-04-20T17:04:50Z,Plenty of sun,Plenty of sun,600,1,1,1,1.00,2.35,0.00,0.00,10.68,0.00,5.59000,20.88,46.32,10.14,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,0,null,null,0.00000,0,null,0.0000,0.00000,0.00,0,None,None,null,20.68,26.44,11.66,-3.13,0.50,-8.94,19.35,25.41,10.09,23.49,27.53,12.88,19.43,24.59,10.86,9.12,10.86,6.52,15.07,18.06,10.07,20.68,26.44,11.66,0,244.0,0.0,273.0,9.83,6.25,3.13,3.13,4.92,1.79
87583,US,35.267,-105.361,NMVLN,2023-04-29,D,2023-04-20T17:04:50Z,"Some sun, then clouds",Some sunshine giving way to clouds,264,6805,6805,4,null,0.00,3.64,0.00,4.96,3.37,4.32000,38.74,82.83,12.47,null,0.00000,0,0.00,0,0,0,0,null,null,0.00000,null,25,null,null,0.00000,25,null,0.0000,0.00000,0.00,0,None,None,null,14.96,20.94,5.52,-1.14,2.83,-10.59,13.52,19.49,4.29,17.24,24.48,4.27,13.09,19.02,2.59,7.44,8.98,4.42,11.64,14.86,5.52,14.44,20.94,3.07,0,206.0,0.0,280.0,12.52,8.29,5.36,3.58,5.81,2.24
